name,gdp,gdp_per_capita,gdp_growth,fertility,infant_mortality,sex_ratio,population,pop_growth,pop_density,urban_population,urban_population_growth,imports,exports,unemployment,employment_industry,employment_agriculture,employment_services,tourists,surface_area,forested_area,internet_users,homicide_rate,refugees,threatened_species,co2_emissions,life_expectancy_avg,primary_school_enrollment_avg,secondary_school_enrollment_avg,post_secondary_enrollment_avg,region_Central America,region_Central Asia,region_Eastern Africa,region_Eastern Asia,region_Eastern Europe,region_Middle Africa,region_Northern Africa,region_Northern America,region_Northern Europe,region_Oceania,region_South America,region_South-Eastern Asia,region_Southern Africa,region_Southern Asia,region_Southern Europe,region_Western Africa,region_Western Asia,region_Western Europe
Bhutan,-0.24242790632578454,-0.4832557413399689,0.7915635215012908,-0.5264333182526456,0.11698182210872408,0.5108473401627621,-0.2770443741475428,-0.059851289701549924,-0.16245602480510857,-0.807331332393248,0.8846265302267841,-0.36111847946267994,-0.37288127991465136,-0.9289951846803945,-1.0704431604709017,1.4399412047921056,-1.2737599987139034,-0.5134052445211705,-0.35217362710975936,1.8376854610787587,-0.2494786079812734,-0.5515934135810606,0.3814564078032909,-0.43575430685348654,-0.06221710044228397,-0.14217515878094059,-0.1717033449773909,0.220689280075837,-0.8760803240175445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bolivia, Plurinational State Of",-0.22288154406995725,-0.48231600551195775,0.2858669063820187,0.09274738954019918,0.3947893996538201,-0.06870613742582395,-0.2058548155984433,0.11870505790807356,-0.16701608171374638,0.44678379290437775,0.0015416983796214566,-0.33084670929870585,-0.34282200792290934,-0.7347990640943958,-0.05931215401026105,0.32277367796350925,-0.3616794335923641,-0.45368250263051096,0.1823834878975913,0.8839253007078831,-0.3808115923856248,-0.05466241035487986,-0.38913867617812437,0.03559603188403077,-0.19818390927474525,-0.16164673752752567,-0.3267105223916317,0.20549307430552688,0.45797835859272545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bosnia And Herzegovina,-0.2335330908256839,-0.39126772940127114,-0.21982970873725363,-1.0682164375713847,-0.7809319553138188,-0.2831865582656945,-0.26065921660239183,-1.9346929396025971,-0.141062566329478,-0.49602615944702877,-1.3230855493911222,-0.3260775364402643,-0.35151967216832875,2.1781427446955828,1.5122047114526624,-0.3835347170975454,-0.23056785235614255,-0.4598061478243689,-0.3457121732069864,0.5350963531648314,0.5108702490965493,-0.5515934135810606,-0.26156623280959057,-0.42850276318060165,-0.1976847195222626,0.6107258860870595,-0.12255472774848514,0.5600712089460942,0.7679378676876528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Botswana,-0.2341392721903544,-0.3038571403667563,0.3806850217168822,0.17014497801430487,0.41959364764891793,-0.3790182356622321,-0.2667261003646259,0.7436522745417561,-0.17026633504224353,0.46457265992987623,0.6638553222649932,-0.3420209922170311,-0.35635571784835446,2.236401580871383,-0.2176820706848189,-0.1388657959326049,0.2767769619927137,-0.4205872965828067,-0.078081929078482,-0.5069749331663107,-0.28749605083516455,0.8398133954522454,-0.3879543166243051,-0.6001226301055438,-0.21590514548787929,-0.4472298924774572,0.06269775257584954,-0.12544651802566925,-0.5485094791785871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brazil,0.7268155798042232,-0.27875331028379896,-0.6939202854115714,-0.7586260836749624,-0.4336724833824486,-0.25580607900954105,1.106041859816143,-0.4169639849207969,-0.1599334401322451,1.2028106414880528,-0.49519351953440754,0.24992832705649398,0.43814523456154436,0.9352875729451923,-0.034947551444944054,-0.6605184014352139,0.8354263081296563,-0.07669989569626659,3.9222044342333895,1.2548320297410014,0.5212386426021565,2.0523250433241262,-0.160134296736068,1.9258317492826897,0.3081192971807807,0.41601009862119726,0.9813988284700037,0.5803328166398407,0.38841358240380724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brunei Darussalam,-0.23676138318337636,0.5816544146651385,-1.0099806698611167,-0.6812284952008568,-0.6866758129324468,0.25529620043866086,-0.2792255788586151,-0.14912946350636158,-0.1319909637559113,0.8070083501707175,-0.10884390560127395,-0.3470674425672425,-0.34985592809482735,0.35269921118719644,-0.4978750001859604,-1.020597191074183,1.4909842143107628,-0.5131300245124578,-0.3686255022087512,1.8332699047807453,1.3679907788933685,-0.621163754032726,-0.3722192539807061,-0.0151647738261634,-0.21715311986908592,0.4289911511189225,0.05513642684832607,0.3321281223914438,-0.3054730459109736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bulgaria,-0.20942244780605238,-0.26105368910379995,-0.06179951651248103,-0.8360236721490679,-0.76604940651676,-0.35620116961543735,-0.23671167865178658,-1.7561365919929735,-0.14120810006060475,0.6913807145049785,-1.2678927474006747,-0.23338713691024848,-0.2538604213463166,-0.6571206158599964,1.2441940832341798,-0.7897774541261258,0.4021880396969255,0.10577097008026488,-0.3155639318329321,0.20392963081383284,0.32769529716416484,-0.541654793516537,-0.3719654626477448,-0.37290759502181753,-0.1721012447075269,0.3251427311371297,-0.9883265235499729,0.489155582017981,1.085822477867394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,-0.2353937092046468,-0.5857021036226608,1.1076239059508362,1.950289512918734,1.6101975514136158,-0.10521344310069539,-0.14557781115773247,1.45787766498025,-0.13519270584069956,-1.323208476132697,1.712518560083499,-0.3467555053890014,-0.36469609215174215,-0.15221070233639986,1.7071215319751958,0.059639177842724225,-0.8690242479412204,-0.5223498948043339,-0.23389952439144718,-0.48489715167624414,-1.358896713081188,-0.541654793516537,-0.22383592130934782,-0.592871086432659,-0.2151563608591553,-1.4986951447931132,-0.4779370369421097,-1.4508933546582663,-1.194845500984487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burundi,-0.24210222019412353,-0.6056411759089283,-1.0099806698611167,2.1050846898669455,1.0248172987293058,-0.16910122803172087,-0.20443115503852183,1.6364340125898738,0.052351762337957575,-2.0614464576908738,1.9332897680452892,-0.36200923340499064,-0.3747002105286312,-1.123191305266393,-2.252126384888759,3.166472837163573,-2.858499980612578,-0.5116851194667161,-0.3575001038189981,-0.8778816621994291,-1.8185621584964171,-0.06460103041940353,-0.28736835166065344,-0.22545954033982496,-0.21471956982573298,-1.4792235660465272,1.4388590349851995,-1.1891809219473715,-1.208934569579711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,-0.24278164198074648,-0.479026930113919,0.5703212523866092,-0.2942405528303289,-0.24019934902068532,-0.06414272421646526,-0.2784549736014099,-0.059851289701549924,-0.10530977971600922,0.28668398967489384,-0.05365110361082625,-0.36149280407656925,-0.3749853206843939,0.993546409120992,0.26960998062151403,-0.568190506655991,0.5789036491892234,-0.4834062635714844,-0.3694987943007998,-0.3656771316298847,0.06502932835546255,0.00496931003226179,-0.38981545306602106,-0.3922450448161772,-0.2151563608591553,0.02008799744061307,0.11940769553227878,0.15315058776334797,-0.5907766849642591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cambodia,-0.2310449942217665,-0.5594842318726259,1.3288661750655177,-0.13944537588211753,0.09713842371264568,-0.3105670375218479,-0.1729016450233808,0.2079832317128854,-0.1263151482419685,-1.5989359150279199,0.7190481242554408,-0.290537493932663,-0.323737672433375,-1.259128589676592,1.183282576820888,0.35970483587519847,-0.9944353256454317,-0.1055979966111019,-0.2802525778592371,1.0163919896482825,-0.5294252326326537,-0.49196169319391897,-0.34134130847041777,-0.0030788677046885973,-0.21203642490613875,-0.3953056824865618,0.3764927702680918,-1.3006197642629782,-0.9430033998448585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cameroon,-0.22370952444295192,-0.5586354382215192,0.25426086793706404,1.4859039820741,1.957457023344986,-0.09608661668197802,-0.10872590042545391,1.190043143565815,-0.14499197706989994,-0.12245995191156579,0.9398193322172315,-0.3534482908465963,-0.36894387257367517,-0.7347990640943958,-0.5831511091645688,0.899823020333652,-0.8291207232171528,-0.4578796077633799,-0.13170468542338318,0.407045220522445,-1.1100552689466279,-0.5317161734520134,0.8479248777861127,1.4714016791152373,-0.21777710705968922,-1.7712972472453203,0.07025907830337301,-0.7991449738427474,-0.9747038041841124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0.6457571323850336,1.133567329267841,-0.4410719778519353,-0.9134212606231736,-0.8553446992991124,-0.16910122803172087,-0.035609828733341425,-0.32768581111598516,-0.17021782379853462,0.9671081534002014,-0.5503863215248551,1.2061405532367266,1.2348837603457836,-0.3464068229223985,-0.05931215401026105,-1.0159807963352219,1.285766087158417,0.9218671009156494,4.6628403313964775,0.3584741012442988,1.2332016633204814,-0.49196169319391897,-0.22933473352350875,-0.2617172587042494,0.4581258178018164,1.2727595634709918,-0.11121273915720101,1.015957382055395,1.0136160013168711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Central African Republic,-0.24264347210670847,-0.598566632397248,0.31747294482697314,1.6406991590223114,2.9843528903420378,-0.17822805445043888,-0.250543389963317,0.11870505790807356,-0.16847141902501375,-0.7984368988804991,-0.5503863215248551,-0.36444580936391824,-0.37409029133465777,-0.6765402279185961,-1.764834333582426,2.4786300210583625,-2.2314445920915196,-0.5248956798849265,-0.05741737763476381,0.22159185600588602,-1.7632640597998483,1.3268057786139027,0.2129389627170049,-0.5034353811337454,-0.22127143532706772,-2.5566509233576307,-0.0318188190181992,-2.2461614566378243,-1.3181248511926966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chad,-0.23789375282774797,-0.5889040261011664,-0.2830417856271627,2.4146750437633675,2.617250020014589,-0.1143402695194134,-0.17481509706033943,1.547155838785062,-0.1659488343521503,-1.6211719988097926,0.9398193322172315,-0.3636486365750799,-0.37304729342307014,-1.0260932449733937,-2.1668502759101504,2.4416988631466734,-1.9977239472791253,-0.5262717799284901,0.2758736417171985,-1.1781394904643345,-1.687229174092066,-0.2683427417421376,0.17470106855083958,-0.5638649117411194,-0.22127143532706772,-2.4138593458826656,-1.1773596667380704,-2.0638069873941043,-1.3093191833206816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,-0.08889676279557895,-0.013402984363911572,0.2226548294921096,-0.8360236721490679,-0.7462060081206817,-0.22386218654402834,-0.15724790941727204,-0.059851289701549924,-0.15978790640111837,1.2383883755390492,-0.6055791235153029,-0.12355405645156123,-0.1237816195215648,-0.016273417926200972,0.2574276793388555,-0.6743675856520973,0.7157157339574547,-0.1384867876522716,0.009702077740135625,-0.2950282308616718,0.9325182516578877,-0.2335575715163049,-0.06377818732177096,-0.09976611667648702,-0.11806395400128024,0.9677048297744734,-0.07718677338334216,0.6124136954882732,1.6969358281852336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
China,6.8247502598577,-0.2555933692321711,1.044411829060927,-0.7586260836749624,-0.5874588209520554,0.14121087020468726,9.117495744183273,-0.6847985063352322,-0.09788755942854555,0.024298201048794554,0.4430841143032026,6.810320714268591,8.61769214717384,-0.5406029435083971,1.0127303588636714,0.059639177842724225,-0.5440955466166717,3.795576821889486,4.4688857880660295,-0.3745082442259113,-0.03519847553206886,-0.621163754032726,-0.11715896435462562,2.153046784366416,11.3281074755496,0.5652922023450256,-0.16414201924986743,0.15146212045553584,0.36904111308537413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,-0.0722763813685339,-0.3648111344368623,-0.18822367029229908,-0.6812284952008568,-0.4535158817785269,-0.26036949221889977,0.05020816859660232,0.11870505790807356,-0.14998863517191796,0.9493192863747029,-0.38480791555351224,-0.18211159674470778,-0.23274422487330873,0.48863649559739536,0.01378165368568906,-0.3189051907520894,0.3907870326329061,-0.26364308661437974,0.2041487302402368,0.9766519829661627,0.30350237898441584,1.8436140219691306,7.830570418660635,1.797721144395057,-0.13154207731831175,0.597744833589336,0.9133468969222882,0.46889397432423396,0.5275431347816442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Comoros,-0.2432029042658774,-0.5637130430986758,-0.09340555495743558,1.176313628177678,1.5556282058244004,-0.018508592122875818,-0.27640437995088085,0.8329304483465679,0.05443774581744083,-1.3587862101836934,0.33269851032230746,-0.3640576208754404,-0.3750827633958571,-0.5406029435083971,-0.8389794361003935,1.222970652060932,-1.1198464033496436,-0.5297808350395772,-0.3704053642670258,-0.47165048278220434,-1.6181065507213548,-0.04472379029035629,-0.3899000501770082,-0.37290759502181753,-0.21471956982573298,-1.083301464865941,-0.2208519622062967,-0.8160296469208697,-1.1085499558387402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,-0.2364466051996657,-0.5143731228707229,-0.7255263238565259,1.3311088051258895,0.6725969771989161,-0.10977685631005471,-0.24605036948062908,1.190043143565815,-0.1643964745534651,0.34005059075138866,0.6638553222649932,-0.356983578866662,-0.3551358794604077,0.4109580473629962,0.22088077549088045,0.479731099088188,-0.692308638448922,-0.5215242347781958,-0.19909238063256082,1.5374276328138536,-1.6146504195528193,-0.2683427417421376,-0.22933473352350875,-0.30522652074155865,-0.2220202199557917,-1.0703204123682157,0.3197828273116625,-1.050726602706769,-0.9782260713329184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, The Democratic Republic Of The",-0.21931925461073687,-0.5955314372430672,0.7915635215012908,2.5694702207115787,2.1410084585087104,-0.1143402695194134,0.3027968985811974,1.7257121863946856,-0.1530933547692884,-0.656125962676513,1.3813617481408127,-0.3468733483230036,-0.3627111480293435,-0.5794421676255969,-1.2288130771454597,1.9246626523830255,-1.7982063236587884,-0.5081072593534508,0.8107690817786858,1.6213232024761062,-1.6146504195528193,-0.2683427417421376,3.888852629328099,0.5214494579673178,-0.2227690045845157,-1.5830719860283198,0.42186072463323476,-1.266850418106734,-1.191323233835681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,-0.21257698030617567,-0.16106655485489496,-0.18822367029229908,-0.6812284952008568,-0.7164409105265642,-0.10977685631005471,-0.24881932396414602,-0.23840763731117343,-0.12384107481281392,0.9048471188109573,0.22231290634141204,-0.30893138954294586,-0.33394028522250385,1.0712248573553913,-0.010582948879627498,-0.5312593487443019,0.6644112021693678,-0.32467312354642475,-0.3457671321204005,1.0340542148403356,0.6491154958379717,0.45220721293582455,-0.3228991382752318,0.1975471739117931,-0.21602994292599995,0.9936669347699238,0.8226109881920012,1.6626403609474767,0.525782001207241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,-0.2121276684977438,-0.06074596595734086,-0.18822367029229908,-0.9908188490972794,-0.8801489472942102,-0.4155255413371042,-0.2552780409080099,-1.6668584181881616,-0.13664804315196694,-0.11356551839881655,-1.2126999454102272,-0.26769329457947394,-0.3136794192167841,-0.016273417926200972,0.9274542498850633,-0.8128594278209316,0.5789036491892234,0.6130014461378026,-0.34299700120024174,0.15094295523767295,0.6905890698603986,-0.6112251339682023,-0.38287848996507956,-0.1674471909567459,-0.20529736324762302,0.7535174635620261,-0.4514723968957754,0.5330557320210982,0.9748710626800049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cuba,-0.19185305750732526,-0.28250088582373034,-0.3462538625170717,-0.8360236721490679,-0.8553446992991124,-0.16453781482236218,-0.20811438694584153,-1.131189375359291,-0.12063933272802568,0.7714306161197205,-0.9919287374484363,-0.3387664476573824,-0.37227136072067796,-1.0843520811491931,-0.37605198735937717,-0.2819740328404002,0.5275991174011373,-0.20997518491539988,-0.31612763885308814,0.009645153701246943,0.06157319718692694,-0.17392585112916326,-0.3896462588440469,0.18304408656602336,-0.1928176194355568,0.8184227260506468,-0.04316080760948548,0.5904636204867145,0.04323140182081975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,-0.23084189489564297,0.4808753256256918,0.25426086793706404,-1.0682164375713847,-0.9049531952893081,-0.10521344310069539,-0.27420358358072705,-0.4169639849207969,-0.10885110050675986,0.31336729021314097,-0.7711575294866458,-0.3328015156156834,-0.3625270895743575,0.0031461941323989917,-0.4369634937726688,-0.9882824279014549,1.4282786754586574,-0.26123491153814343,-0.3668678253999282,-0.5246371583583641,1.0050970061971347,-0.541654793516537,-0.36172921221830673,-0.47684638766650084,-0.21752751218344787,1.0780437760051278,-0.23219395079758295,0.5617596762539063,1.2531301674356785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Czech Republic,-0.11642944765792614,0.25444825142084404,-0.09340555495743558,-0.8360236721490679,-0.964483390477543,-0.23755242617210504,-0.21215026871662804,-0.9526330277496676,-0.10501871225375574,0.629119679915735,-1.0471215394388842,0.25410135330763034,0.34239513908634833,-1.0260932449733937,2.0969551730202625,-0.960584059467688,0.20267041607658876,0.4079625396468283,-0.3317662228755936,0.17302073672773952,0.8772201529613189,-0.6112251339682023,-0.38507801485074394,-0.42850276318060165,-0.09859555365445695,0.8768374622904058,-0.13011605347600969,0.6698215839538889,0.8427860445997801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,-0.05905830323077049,1.726256442440008,-0.2830417856271627,-0.6812284952008568,-0.9247965936853864,-0.15084757519428482,-0.24426099795118653,-0.7740766801400439,-0.10603744837164292,1.2561772425645477,-0.8263503314770934,-0.027875991947725155,0.021519899227327683,-0.46292449527399776,-0.19331746811950234,-0.9836660331624937,1.3085681012864547,0.3449371576516161,-0.34989106746732057,-0.6747660724908167,1.4509379269382214,-0.5714706537101079,-0.3498010195691269,-0.49376665623656557,-0.186452950091403,1.0780437760051298,-0.08852876197462844,1.5343168455537493,1.4292435248759783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Djibouti,-0.24229025588736322,-0.5012622923670199,0.7283514446113818,0.09274738954019918,0.5783408348175443,0.38763518351007054,-0.27563377469367567,0.29726140551769725,-0.15158950621431208,0.8070083501707175,-0.16403670759172154,-0.3600960187117786,-0.3747435184003926,0.6051541679489948,-0.8024325322524185,0.41510157274273213,-0.13365929231197923,-0.5279230999807664,-0.3598345971135622,-1.341515073490827,0.013187360827429162,-0.04472379029035629,-0.36443631976989366,-0.4139996758348319,-0.21471956982573298,-0.7457940999251121,-2.0544734511308422,-1.0676112757848912,-1.237112706770159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,-0.2435223571701382,-0.32533844040302584,-0.3146478240721173,-0.6038309067267512,-0.45847673137754646,0.03625236638943165,-0.28159616960747513,-0.6847985063352322,-0.12369554108168719,0.49125596046812336,-0.6607719255057505,-0.36370062610478676,-0.3751946420645741,0.721671840300594,-0.28468472773943976,-0.6351282303709276,0.7613197622135315,-0.5279230999807664,-0.37115411643601665,1.2018453541648415,0.4935895932538716,1.9728160828079377,-0.3899000501770082,-0.5010181999094504,-0.2030510093614511,0.46793430861209456,0.9284695483773362,0.35745513200862716,0.04323140182081975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,-0.20157896999412062,-0.3268996144398829,1.170835982840745,-0.2168429643562232,0.20627711489107625,-0.10977685631005471,-0.21124252184585243,-0.14912946350636158,-0.0633475539077996,0.9804498036693249,0.22231290634141204,-0.2933587924114213,-0.33513846967456995,-0.24930876262939916,0.0015993524030305654,-0.6743675856520973,0.8354263081296563,-0.08027775580953192,-0.34699185873217075,0.4600318960986049,0.6733084140177208,0.32300515209701747,-0.3654514851017388,-0.18920182197540056,-0.19880789646534858,0.19533220615988828,0.24416957003642356,-0.12375805071785712,0.6895674236267196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,-0.24246790286826922,-0.5396512587927469,-0.15661763184734467,1.098916039703572,0.7718139691793076,-0.00025493928543977905,-0.273478692194712,0.5650959269321324,-0.12922582286450326,-1.2831835253253259,0.7742409262458886,-0.36289652137865414,-0.3747038195179446,-0.5017637193911975,-1.2288130771454597,0.9367541782453414,-0.5839990713407393,-0.5270974399546282,-0.3640099619023927,0.685225267297284,-0.9614416286995986,-0.2633734317098758,-0.3899000501770082,-0.5807851803111841,-0.06764578900053277,-0.40828673498428514,0.9700568398787175,-0.0004999372475644612,-0.8003515803182155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ecuador,-0.1875027842175949,-0.3763570016463372,-0.5991021700767079,-0.2168429643562232,-0.4039073857883312,-0.09608661668197802,-0.16686741402628255,0.38653957932250893,-0.13781231300098085,0.1888452210346534,-0.16403670759172154,-0.2870299336617743,-0.2949776365944757,-0.5794421676255969,-0.20549976940216083,0.27660973057389787,-0.23626835588815226,-0.35783713459630717,-0.24184083527468359,0.8795097444098697,0.06848545952399791,-0.09441689061297436,-0.034169198476288985,5.365480631454418,-0.18270902694778318,0.5717827285938873,0.06269775257584954,0.6005944243335872,0.1594662177314177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Egypt,-0.11407900149243004,-0.5206291867902645,0.6335333292765183,0.47973533191072726,-0.3046903938079397,-0.004818352494799113,0.38621165239714533,0.6543741007369442,-0.12238573750154653,-0.7584119480731277,0.0015416983796214566,-0.09212811872809513,-0.26470543423324,0.5663149438317949,1.0127303588636714,-0.004990348502731695,-0.4585879936365274,0.23808298926890367,0.13368636114115592,-1.3459306297888403,-0.2909521820037002,-0.41245273267773,-0.11961228057325125,-0.26413443992854435,0.03556169232525473,-0.07726989629231985,0.29331818726532827,0.1430197839164747,-0.1839548292771667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El Salvador,-0.2302736323309904,-0.4630059499492784,-0.2514357471822082,-0.4490357297785399,-0.35429888979813545,-0.6482596150144101,-0.23972879415033568,-0.6847985063352322,-0.020415103225411714,0.5757530788392402,-0.21922950958216925,-0.3231002693723855,-0.3538113803823708,-0.5794421676255969,0.26960998062151403,-0.3419871644468951,0.30527947965276175,-0.416871826465185,-0.3609231869673341,-0.7851549799411495,-0.7437053650818585,4.497225579196936,-0.32619842560372836,-0.42125121950771677,-0.21840109425029253,0.052540628684921584,-0.5762342713999201,-0.4057320911224986,-0.3917685910567204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,-0.2368876060382306,-0.23106550626960753,-2.5270705152189334,1.4859039820741,2.2005386536969445,1.0538935120764763,-0.2729235951874032,2.1721030554187446,-0.14799967417985255,0.5713058620828653,1.9332897680452892,-0.35123007091243746,-0.36104379496652866,-0.13279109027780006,-0.1689528655541858,0.8813574413778075,-1.011536836241461,-0.5193912797106721,-0.35738816915131055,1.1179497845025885,-1.0063713338905609,-0.2683427417421376,0.17470106855083958,-0.18436745952681063,-0.22127143532706772,-1.8232214572362175,-3.071471761482807,-1.9473027431550607,-1.094460887243516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,-0.24024783504256086,-0.541549676735624,0.2858669063820187,1.098916039703572,0.6428318796047989,-0.07783296384454197,-0.25892862005019374,-0.059851289701549924,-0.15522784949248053,-0.847356283200619,0.8294337282363363,-0.34507797656379374,-0.3751946420645741,-0.38524604703959825,-1.387182993820018,1.7261576786076964,-1.4789781258662498,-0.5224875048086902,-0.31223715283562453,-0.6880127413848567,-1.8669479948559151,-0.04472379029035629,-0.38913867617812437,-0.3342326954330982,-0.22476576359444628,-0.8561330461557685,-2.5762049263299915,-1.2161963988723672,-1.3057969161718757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,-0.22783747928874143,0.2639138163336332,0.4755031370517457,-0.8360236721490679,-0.9793659392746017,-0.5569913508272312,-0.27342644777049474,-0.9526330277496676,-0.15707127675341923,0.4156532756097557,-1.2678927474006747,-0.3000827715868403,-0.31458888452377404,-0.3464068229223985,1.1589179742555713,-0.9375020857728823,0.6245076774453002,-0.30974243807375984,-0.3487283587119718,0.9148341947939761,1.1779035646239127,-0.4621458330003481,-0.3247602747169478,-0.5638649117411194,-0.2055469581238643,0.7600079898108878,-0.3909817910755844,1.1442808974491248,1.0453164056561248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Swaziland,-0.24136150500473183,-0.4596903497496425,-0.2830417856271627,0.24754256648841055,0.9752088027391101,-0.25124266580018173,-0.2745105195730037,-0.23840763731117343,-0.1395102065307928,-1.5900414815151704,0.2775057083318597,-0.3584046260119825,-0.36803440726668524,2.8772487788051784,0.44016219857873035,-0.5127937697884573,0.4306905573569736,-0.4784523034146555,-0.36277767213740036,0.15535851153568633,-0.28749605083516455,0.4820230731293953,-0.3883773021792405,-0.5807851803111841,-0.21590514548787929,-1.6674488272635275,0.9587148512874312,-0.0427116199428701,-1.184278699538069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ethiopia,-0.20210204166012163,-0.5889267616453925,1.1076239059508362,1.2537112166517834,0.7569314203822489,-0.09608661668197802,0.468692537130209,1.190043143565815,-0.11646736576905918,-1.714563550693658,1.546940154112156,-0.33122103391259516,-0.3718743718961982,-0.9872540208561938,-1.15571926944951,1.9477446260778313,-1.8609118625108942,-0.47384236826871745,0.18526706611608204,-0.7984016488351895,-1.2690373026992634,0.20374171132273416,4.215989657515181,-0.24479699013418466,-0.20916608382936352,-0.8301709411603199,-0.11121273915720101,-1.6467555623644845,-1.138489226603591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,-0.09998827151863714,1.2829891151789738,-0.5042840547418443,-0.9134212606231736,-0.9942484880716604,-0.22386218654402834,-0.24590016676100435,-0.9526330277496676,-0.16342624967928682,1.1405496068988095,-0.7159647274961981,-0.11057746983673195,-0.112517963874281,-0.09395186616060032,0.2574276793388555,-0.9190365068170379,1.0178424211539645,-0.31043048809554163,-0.20088736899727966,1.8774254677608784,1.160622908781235,-0.5118389333229661,-0.3602910613315262,-0.532441555825285,-0.17235083958376823,1.2013637747335095,-0.1717033449773909,2.3802389667676738,1.6881301603132186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
France,1.19964691352392,0.950383260180987,-0.5042840547418443,-0.6038309067267512,-0.9297574432844059,-0.3835816488715914,0.14418935721049933,-0.8633548539448558,-0.11442989353328484,0.931530419349205,-0.7159647274961981,1.8921597275618227,1.6809873203922765,0.21676192677699757,0.0015993524030305654,-0.9698168489456105,1.2002585341782726,5.613542589441339,-0.09346034063014619,0.018476266297273537,0.9221498581522811,-0.5515934135810606,0.01058267323588233,0.204798717584678,0.15649040986417628,1.2987216684664404,0.0059878096194202965,0.6799523878007622,0.8920977846830642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gabon,-0.23498127732499952,-0.31292862251296016,-0.6623142469666169,1.0215184512294666,0.6725969771989161,0.06819625885494439,-0.2675489500460484,1.2793213173706268,-0.16808332907534246,1.3317799274229154,0.9950121342076792,-0.3559229924606423,-0.3735056350658785,2.5276957617503806,-1.1069900643188766,0.41510157274273213,0.014553799520270999,-0.5137492695320615,-0.23657133431971827,2.592745588039035,0.23092362444516928,-0.2683427417421376,-0.38930787040009857,0.11536301228576447,-0.22127143532706772,-0.8171898886625965,2.8339236317133567,-1.2356137729122076,-1.094460887243516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
